adoptType,createTime,dataInfoOperator,dataInfoState,dataInfoTime,entryWay,id,infoSource,infoType,modifyTime,provinceId,pubDate,pubDateStr,sourceUrl,summary,title
1,1582167379000,,0,1582167379000,1,5449,人民日报,1,1582167379000,1,1582167016000,12分钟前,http://m.weibo.cn/2803301701/4473995094751309,"据日本广播协会电视台20日报道，2名在“钻石公主”号邮轮上感染冠肺炎的患者死亡。这首次出现在“钻石公主”号邮轮感染新冠肺炎后死亡的病例。截至目前，日本国内新冠肺炎死亡病例增至3例。
",钻石公主号2名新冠肺炎感染者死亡
1,1582076361000,,0,1582076361000,1,5248,西藏卫健委,1,1582076361000,54,西藏自治区,1581955200000,2天前,http://wjw.xizang.gov.cn/xwzx/wsjkdt/202002/t20200219_132612.html,截止2月18日24时，我区现有新冠肺炎确诊病例0例，重症病例0例，死亡病例0例，疑似病例0例，治愈出院病例1例，累计确诊新冠肺炎病例1例。连续20天无新增确诊或疑似病例。 ,西藏连续20天无新增确诊或疑似病例
1,1581950895000,,0,1581950895000,1,4999,人民日报,1,1581950895000,100,全国,1581950483000,2天前,http://m.weibo.cn/2803301701/4473086889580491,"西藏、湖北神农架林区新冠肺炎确诊病例已经清零，青海连续11天零新增，海南、宁夏连续2天零新增。让我们共同期待，下一个零的到来！ 
",西藏、湖北神农架林区确诊病例已经清零
1,1581989520000,,0,1581989520000,1,5053,甘肃卫健委,1,1581989520000,62,甘肃省,1581949804000,2天前,http://wsjk.gansu.gov.cn/single/11218/84198.html,"2月16日20时至2月17日20时，甘肃省新增1例新型冠状病毒肺炎确诊病例，兰州市1例。新增出院4例。截至2月17日20时，甘肃累计报告新型冠状病毒肺炎确诊病例91例。累计治愈出院58例，累计死亡病例2例。目前，累计追踪到密切接触者4002人，已解除医学观察3265人，其余737人正在接受医学观察。
",甘肃新增1例确诊病例，累计91例
1,1581950058000,,0,1581950058000,1,4997,人民日报,2,1581950058000,42,湖北省,1581949449000,2天前,http://m.weibo.cn/2803301701/4473082557034579,按照武汉市委“要把强化患者救治作为重中之重，继续新建‘方舱医院’，打好提前量，力争‘床等人’”的防控疫情部署要求，武汉各区正在新改扩建大小型10座方舱医院，共计新增约11465个床位，用来收治新型肺炎感染的轻症患者。,武汉再建10座方舱医院
1,1581948126000,,0,1581948126000,1,4995,重庆卫健委,1,1581948126000,50,重庆市,1581948126000,2天前,http://wsjkw.cq.gov.cn/yqxxyqtb/20200217/254773.html,2020年2月17日0—12时，重庆市报告新冠肺炎新增确诊病例1例，新增治愈出院病例3例。新增确诊病例为渝北区1例；新增治愈出院病例中，巫溪县1例、石柱县2例。截至2月17日12时，重庆市现有在院确诊病例337例（其中重型病例37例、危重型病例13例），累计死亡病例5例，累计治愈出院病例210例，累计报告确诊病例552例。,重庆新增确诊1例，新增治愈3例
1,1581941055000,,0,1581941055000,1,4972,人民日报,1,1581941055000,42,湖北省,1581940729000,2天前,http://m.weibo.cn/2803301701/4473045982529067,"2020年2月16日0时至24时，神农架林全区无新增新冠肺炎疑似病例，无新增确诊病例。2月17日上午8时，又有两例确诊患者治愈出院。至此，林区10例确诊病例全部治愈，实现医务人员零感染，完成确诊病例治愈“清零”目标。 
",神农架林区确诊病例全部治愈
1,1581934695000,,0,1581934695000,1,4961,央视新闻,1,1581934695000,1,1581934621000,2天前,http://m.weibo.cn/2656274875/4473020360318688,日本厚生劳动省今天下午公布：停靠在横滨的“钻石公主号”邮轮上新增99名新冠肺炎确诊病例，其中有70人没有症状。目前，“钻石公主号”邮轮上已有1723名乘客接受检查，共确诊454人感染新冠肺炎。,钻石公主号确诊454例新冠肺炎
1,1581932223000,,0,1581932223000,1,4955,云南卫健委,1,1581932223000,53,云南省,1581932223000,2天前,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158193168574178528,2月17日0时至12时，云南省报告新型冠状病毒肺炎新增确诊病例为零。全省现有确诊病例124例，均在定点医院接受隔离治疗，其中危重1例，重症13例，无死亡病例。,2月17日12时云南无新增确诊病例
1,1581931542000,,0,1581931542000,1,4952,福建卫健委,2,1581931542000,35,福建省,1581930900000,2天前,http://wjw.fujian.gov.cn/ztzl/gzbufk/yqtb/202002/t20200217_5197084.htm,"根据我省新冠肺炎病例迄今发生数量、涉及本地感染的聚集性疫情状况和地理传播风险，将省各县（市、区）划分为无疫情区、零星散发疫情区、一般疫情区和较多病例疫情区等四类并动态更新。现将截至2月16日24时分布情况公布如详情。
                ",福建省发布新型冠状病毒肺炎疫情分布情况                
1,1581930348000,,0,1581930348000,1,4949,贵州卫健委,1,1581930348000,52,贵州省,1581928859000,2天前,http://www.gzhfpc.gov.cn/ztzl_500663/xxgzbdgrdfyyqfk/yqdt/202002/t20200217_49682251.html,"2020年2月17日0—12时，全省新型冠状病毒肺炎无新增确诊病例,新增治愈出院病例8例,其中：贵阳市1例、遵义市5例、毕节市2例。截至2月17日12时，全省累计报告新型冠状病毒肺炎病例146例。其中，51例有武汉旅居史，14例有武汉外湖北其他地区旅居史，15例有湖北以外地区旅居史；治愈出院55例，轻症及普通型81例，重症2例，危重症7例，死亡1例；男性74例，女性72例；年龄最大87岁，最小1个月（确诊时间）；贵阳市36例（11例已治愈），遵义市32例（10例已治愈），六盘水市10例（3例已治愈），安顺市4例(1例已治愈），毕节市23例（9例已治愈），铜仁市10例（7例已治愈），黔东南州10例（4例已治愈），黔南州17例（6例已治愈），黔西南州4例（4例已治愈）。现有疑似病例34例。累计追踪密切接触者2529人，已解除医学观察1959人，尚在接受医学观察483人。注：媒体引用时，请标注“信息来自贵州省卫生健康委员会官方网站”。  
            
        ",2020年2月17日0—12时 贵州省新型冠状病毒肺炎疫情情况
1,1581910814000,,0,1581910814000,1,4888,人民日报,2,1581910814000,42,湖北省,1581910527000,2天前,http://m.weibo.cn/2803301701/4472919302543072,"17日，十堰市新冠肺炎疫情防控指挥部发布无偿献血倡议书，称受疫情影响，十堰市无偿献血工作无法正常开展，血液库存已经告急，临床血液供应面临着严峻考验。呼吁：十堰市18周岁至55周岁、身体健康、符合献血条件的公民，特别是党员干部、行政事业单位干部职工、医务人员、现役军人、大学生充分发扬无私奉献、大爱无疆的精神，积极参加无偿献血。
",十堰血库告急呼吁积极献血
1,1581908175000,,0,1581908175000,1,4884,人民网,1,1581908175000,54,西藏自治区,1581907984000,3天前,http://m.weibo.cn/2286908003/4472908636607445,"西藏连续18天无新增确诊病例。截止2月16日24时，西藏现有新冠肺炎确诊病例0例，重症病例0例，死亡病例0例，疑似病例0例，治愈出院病例1例。累计确诊新冠肺炎病例1例。
",西藏连续18天无新增确诊病例
1,1581904788000,,0,1581904788000,1,4874,云南卫健委,1,1581904788000,53,云南省,1581904788000,3天前,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158190443191134387, 2月16日12时至24时，云南省报告新型冠状病毒肺炎新增确诊病例为零。全省现有确诊病例129例，均在定点医院接受隔离治疗，其中危重1例，重症14例，无死亡病例。截至2月16日24时，全省累计确诊病例171例（已治愈出院42例）。,云南省全省无新增确诊病例
1,1581903742000,,0,1581903742000,1,4872,新疆卫健委,1,1581903742000,65,新疆维吾尔自治区,1581903300000,3天前,http://www.xjhfpc.gov.cn/info/2070/18550.htm,2020年2月16日0-24时，新疆（含兵团）报告新型冠状病毒肺炎新增确诊病例4例，新增死亡病例0例，新增治愈出院病例1例。截至2月16日24时，新疆（含兵团）累计报告新型冠状病毒肺炎确诊病例75例（新疆维吾尔自治区52例、新疆生产建设兵团23例），累计死亡病例1例，累计治愈出院病例12例。,新疆（含兵团）新增确诊病例4例，新增治愈1例
1,1581903741000,,0,1581903741000,1,4871,内蒙古卫健委,1,1581903741000,15,内蒙古自治区,1581903042000,3天前,http://wjw.nmg.gov.cn/doc/2020/02/17/292307.shtml,2020年2月16日9时至17日9时，内蒙古自治区报告新增新冠肺炎确诊病例2例，新增疑似病例3例，新增出院病例1例，重症转普通1例，危重转重症1例，排除疑似病例3例。,内蒙古全区新增确诊2例，新增治愈1例
1,1581902588000,,0,1581902588000,1,4864,天津卫健委,1,1581902588000,12,天津市,1581902588000,3天前,http://wsjk.tj.gov.cn/art/2020/2/17/art_87_71003.html,2020年2月16日0-24时，天津市报告新型冠状病毒肺炎新增确诊病例2例，新增死亡病例0例，新增出院病例8例。截至2月16日24时，天津市累计报告新型冠状病毒肺炎确诊病例124例，危重型病例3例，重型病例23例，死亡病例3例，出院病例45例。,天津新增确诊病例2例，治愈出院8例
1,1581902779000,,0,1581902779000,1,4867,人民网,2,1581902779000,100,全国,1581902550000,3天前,http://m.weibo.cn/2286908003/4472885844499740,今天，空军再次出动运-20等三型多架运输机，从上海虹桥等七个机场起飞，向武汉紧急空运军队支援湖北医疗队队员和物资。,运20再向武汉空运军队支援队员和物资
1,1581902779000,,0,1581902779000,1,4865,央视新闻,2,1581902779000,42,湖北省,1581902245000,3天前,http://m.weibo.cn/2656274875/4472884564802827,今天，军队增派支援武汉抗击新冠肺炎疫情的又一批1200名医护人员抵达武汉。这批医护人员和卫生物资，分别通过航空和铁路输送。至此，军队增派的2600名医护人员全部抵达武汉。今天抵达的医护人员将根据湖北省妇幼保健院光谷院区建设进度，第一时间展开相关医疗救治工作。,军队增派2600名医护人员全部抵达武汉
1,1581902296000,,0,1581902296000,1,4862,人民网,1,1581902296000,46,海南省,1581901975000,3天前,http://m.weibo.cn/2286908003/4472883432990907,"截至2月17日8时，海南累计报告确诊病例162例，重症病例19例，累计治愈52例，累计死亡4例。截至2月17日8时，海南已连续56小时无新增确诊病例报告。
",海南省全省无新增确诊病例
1,1581902576000,,0,1581902576000,1,4863,浙江卫健委,1,1581902576000,33,浙江省,1581901860000,3天前,https://www.zjwjw.gov.cn/art/2020/2/17/art_1202101_41924242.html,2020年2月16日0-24时，浙江省报告新型冠状病毒肺炎新增确诊病例4例，新增出院病例33例。其中： 新增确诊病例中，杭州市2例、宁波市1例、温州市1例；新增出院病例中，杭州市6例、宁波市9例、温州市13例、绍兴市1例、台州市3例、丽水市1例。,浙江省新增确诊病例4例，治愈出院病例33例
1,1581901769000,,0,1581901769000,1,4859,江西卫健委,1,1581901769000,36,江西省,1581901769000,3天前,http://hc.jiangxi.gov.cn/doc/2020/02/17/138962.shtml,"　2020年2月16日0-24时，江西省报告新型冠状病毒肺炎新增确诊病例5例，新增治愈出院病例36例。截至2月16日24时，江西省现有确诊病例654例。累计报告新型冠状病毒肺炎确诊病例930例，其中治愈出院病例275例，死亡病例1例。现有重症病例38例。现有疑似病例19例。
",江西省新增5例确诊病例，新增治愈出院病例36例
1,1581901770000,,0,1581901770000,1,4861,陕西卫健委,1,1581901770000,61,陕西省,1581901769000,3天前,http://sxwjw.shaanxi.gov.cn/art/2020/2/17/art_9_68076.html,截至2月17日9时，陕西新增4例新冠肺炎确诊病例，新增疑似病例15例。新增确诊病例中，西安市3例、安康市1例。陕西累计报告新冠肺炎确诊病例240例（74例治愈出院），其中输入性病例116例，密切接触者109例，无明确接触史病例15例。,陕西新增4例新冠肺炎， 确诊病例累计240例
1,1581901293000,,0,1581901293000,1,4855,青海卫健委,1,1581901293000,63,青海省,1581901293000,3天前,https://wsjkw.qinghai.gov.cn/ztbd/yqjk/yqtb/2020/02/17/1581901096352.html," 2020年2月16日0-24时，青海省报告新型冠状病毒肺炎新增确诊病例0例，新增重症病例0例，新增死亡病例0例，新增出院病例0例。截至2月16日24时，青海省累计报告新型冠状病毒肺炎确诊病例18例。

		
		",青海省全省无新增确诊病例和疑似病例
1,1581901769000,,0,1581901769000,1,4860,广东卫健委,1,1581901769000,44,广东省,1581901200000,3天前,http://wsjkw.gd.gov.cn/xxgzbdfk/yqtb/content/post_2897820.html,"截至2月16日24时，全省累计报告新冠肺炎确诊病例1322例。16日当天全省新增确诊病例6例，新增出院37例，累计出院473例。
                            
                        ",广东省新增确诊病例6例，新增出院37例
1,1581901012000,,0,1581901012000,1,4853,北京卫健委,1,1581901012000,11,北京市,1581901011000,3天前,http://wjw.beijing.gov.cn/xwzx_20031/xwfb/202002/t20200217_1643766.html,2月16日0时至24时，北京市新增1例新冠肺炎确诊病例，现有疑似病例116例。新增密切接触者71例，累计确定密切接触者1920例，其中1132例已解除医学观察。治愈出院9例。 截至2月16日24时，本市累计确诊病例381例。其中出院114例，死亡4例。               , 北京市新增1例新冠肺炎确诊病例，9例治愈出院 
1,1581901303000,,0,1581901303000,1,4856,宁夏卫健委,1,1581901303000,64,宁夏回族自治区,1581900840000,3天前,http://wsjkw.nx.gov.cn/info/1262/14264.htm,"2020年2月16日0-24时，全区无新增新型冠状病毒肺炎确诊病例。截至2月16日24时，全区累计报告确诊病例70例，累计出院病例33例。现有疑似病例28例（较15日减少2例）。

",宁夏全区无新增新型冠状病毒肺炎确诊病例
1,1581901011000,,0,1581901011000,1,4852,江苏卫健委,1,1581901011000,32,江苏省,1581900796000,3天前,http://wjw.jiangsu.gov.cn/art/2020/2/17/art_7290_8974342.html,2020年2月16日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例9例。其中，轻型病例1例，普通型病例8例。新增出院病例36例。,江苏新增9例新型冠状病毒肺炎确诊病例
1,1581900982000,,0,1581900982000,1,4851,央视新闻,1,1581900982000,100,全国,1581900509000,3天前,http://m.weibo.cn/2656274875/4472877283551158,2月16日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2048例，新增死亡病例105例（湖北100例，河南3例，广东2例），新增疑似病例1563例。当日新增治愈出院病例1425例，解除医学观察的密切接触者28179人，重症病例减少628例。截至2月16日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例57934例（其中重症病例10644例），累计治愈出院病例10844例，累计死亡病例1770例，累计报告确诊病例70548例，现有疑似病例7264例。累计追踪到密切接触者546016人，尚在医学观察的密切接触者150539人。,全国新增新冠肺炎2048例，累计确诊70548例
1,1581901012000,,0,1581901012000,1,4854,辽宁卫健委,1,1581901012000,21,辽宁省,1581900240000,3天前,http://wsjk.ln.gov.cn/wst_zdzt/xxgzbd/yqtb/202002/t20200217_3742422.html," 2020年2月16日0时至24时，辽宁省新增1例新型冠状病毒肺炎确诊病例，为大连市病例，属普通型病例。新增9例治愈出院病例，其中沈阳市2例、阜新市3例、铁岭市1例、朝阳市1例、盘锦市2例。目前，辽宁省累计报告新型冠状病毒肺炎确诊病例121例，治愈出院41例，死亡1例。
",辽宁省新增确诊病例1例，累计确诊121例，新增治愈出院9例
1,1581900023000,,0,1581900023000,1,4846,央视新闻,2,1581900023000,41,河南省,1581899863000,3天前,http://m.weibo.cn/2656274875/4472874574188786,河南信阳新县昨天通报了2例确诊病例的情况：2例确诊病例潜伏时间长、传染源不明确、确诊困难，并且具有较强传染性。,河南信阳出现两例超常规病例：密切接触30多天才确诊
1,1581900023000,,0,1581900023000,1,4845,人民日报,2,1581900023000,33,浙江省,1581899815000,3天前,http://m.weibo.cn/2803301701/4472874377538516,"2月16日，杭州东站，工作人员拉出“杭州欢迎您回家”条幅迎接返岗员工。当日，为满足企业复工的用工需求，降低返程运输的疫情传播风险，60余家杭州企业的近300名贵州员工乘坐G4138次列车到达杭州东站，这是中国铁路部门节后开行的服务企业外地员工返程的首趟复工人员定制专列。
",中国铁路首趟复工人员定制专列开行
1,1581899656000,,0,1581899656000,1,4843,人民网,2,1581899656000,42,湖北省,1581899329000,3天前,http://m.weibo.cn/2286908003/4472872334688741,"16日，武汉市卫健委发布公告，为满足慢性重症患者、孕产妇、儿童、血液透析患者的医疗需求，公布六家接诊非新冠肺炎患者的医疗机构名单：武汉市中医院汉口院区、武汉市中心医院南京路院区、武汉市第一医院、武汉市第三医院首义院区、武汉儿童医院、武汉市第六医院。
",武汉6家非新冠肺炎患者救治医院
1,1581899291000,,0,1581899291000,1,4842,四川卫健委,1,1581899291000,51,四川省,1581899291000,3天前,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/2/17/633c60b2216a4ca0ac863411d1b0d7cf.shtml,"四川省新型冠状病毒肺炎新增确诊病例14例，新增治愈出院病例9例，新增疑似病例40例，无新增死亡病例。新增确诊病例中，甘孜州7例、遂宁市5例、达州市2例。

  







",四川省新增确诊14例，累计495例，新增治愈9例
1,1581899806000,,0,1581899806000,1,4844,安徽卫健委,1,1581899806000,34,安徽省,1581899100000,3天前,http://wjw.ah.gov.cn/news_details_55022.html, 2020年2月16日0-24时，安徽省报告新增确诊病例11例，累计报告确诊病例973例，新增疑似病例9例，新增治愈出院病例34例。,安徽省新增确诊病例11例，新增治愈出院34例
1,1581898901000,,0,1581898901000,1,4841,福建卫健委,1,1581898901000,35,福建省,1581898500000,3天前,http://wjw.fujian.gov.cn/ztzl/gzbufk/yqtb/202002/t20200217_5196442.htm,"2月16日0—24时，福建省报告新增新型冠状病毒肺炎确诊病例3例，新增治愈出院病例7例。截至2月16日24时，福建省累计报告新型冠状病毒肺炎确诊病例290例（危重型8例、重型11例，无死亡病例）。
　
                ",福建省新增确诊3例，累计290例，新增治愈7例        
1,1581898417000,,0,1581898417000,1,4837,上海卫健委,1,1581898417000,31,上海市,1581898417000,3天前,http://wsjkw.sh.gov.cn/xwfb/20200217/a4aa37e9760d4e46884d9072d6948ed3.html,2020年2月16日12—24时，上海市排除新型冠状病毒肺炎疑似病例57例；新增确诊病例3例，为本市常住人口。截至2月16日24时，上海市已累计排除疑似病例1749例，发现确诊病例331例。,上海新增确诊3例，累计确诊病例331例
1,1581898216000,,0,1581898216000,1,4834,央视新闻,2,1581898216000,42,湖北省,1581897865000,3天前,http://m.weibo.cn/2656274875/4472866193966051,"日前，湖北黄冈市出台文件提出，全面落实医疗卫生人才各项待遇，给予人事政策倾斜。对参加疫情防控工作的医护人员优先晋升聘用岗位，加大职称评定倾斜力度。黄冈市将在职称评定量化评审时，对参加疫情防控工作的医生、护士、检疫检验、防疫科研攻关等专业技术人员，予以加分，同等条件下优先推荐。
",湖北黄冈抗疫一线医护人员优先评定职称晋升岗位
1,1581897717000,,0,1581897717000,1,4831,吉林卫健委,1,1581897717000,22,吉林省,1581897717000,3天前,http://www.jl.gov.cn/szfzt/jlzxd/yqtb/202002/t20200217_6838924.html,2月16日0-24时，全省无新增确诊病例。新增治愈出院2例（长春市2例）。截至2月16日24时，全省累计报告确诊病例89例，累计治愈出院30例，死亡1例（四平市），现在院隔离治疗确诊病例58例。,吉林省全省无新增确诊病例，新增治愈出院2例
1,1581897717000,,0,1581897717000,1,4832,广西卫健委,1,1581897717000,45,广西壮族自治区,1581897603000,3天前,http://wsjkw.gxzf.gov.cn/zhuantiqu/ncov/ncovyqtb/2020/0217/68900.html,    2月16日0-24时，广西共新增新型冠状病毒肺炎确诊病例1例（南宁市1例）；新增疑似病例26例；新增治愈出院病例5例（南宁市3例、北海市2例）；无新增死亡病例。目前全区累计报告确诊病例238例，累计出院病例51例。,广西新增确诊病例1例，累计238例，新增治愈出院病例5例
1,1581897472000,,0,1581897472000,1,4830,黑龙江卫健委,1,1581897472000,23,黑龙江省,1581897472000,3天前,http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7883/navid/42/stypeid/,"2020年2月16日0-24时,黑龙江省报告新型冠状病毒感染的肺炎新增确诊病例12例。新增治愈出院病例10例。新增重症病例6例。新增疑似病例27例。截至2月16日24时,黑龙江省报告新型冠状病毒感染的肺炎确诊病例457例。


	
		",黑龙江省新增确诊病例12例，新增治愈10例
1,1581896896000,,0,1581896896000,1,4829,人民网,2,1581896896000,100,全国,1581896433000,3天前,http://m.weibo.cn/2286908003/4472860188223374,"今天，空军出动多架运输机，从上海虹桥等7个机场起飞，向武汉紧急空运军队支援湖北医疗队队员和物资。此前，军队已3次派出医疗队前往湖北。#万众一心抗击疫情#，等你们平安凯旋！（央视）再出发！军队支援湖北医疗队队员和物资第四次启程前往湖北 
",再出发！军队支援湖北医疗队第四次启程
1,1581896059000,,0,1581896059000,1,4827,人民日报,2,1581896059000,100,全国,1581895636000,3天前,http://m.weibo.cn/2803301701/4472856844964958,"根据两高两部联合发布的《关于依法惩治妨害新型冠状病毒感染肺炎疫情防控违法犯罪的意见》规定，生产不符合保障人体健康的国家标准、行业标准的医用口罩、护目镜等医用器材，或者销售明知是不符合标准的医用器材，足以严重危害人体健康的，以生产、销售不符合标准的医用器材罪定罪处罚，最高可判处无期徒刑，并处没收个人全部财产。
",生产销售问题医用口罩最高可判无期
1,1581895498000,,0,1581895498000,1,4825,重庆卫健委,1,1581895498000,50,重庆市,1581895498000,3天前,http://wsjkw.cq.gov.cn/yqxxyqtb/20200217/254605.html,"2020年2月16日12—24时，重庆市报告新冠肺炎新增确诊病例4例，新增治愈出院病例20例。截至2月16日24时，重庆市现有在院确诊病例339例（其中重型病例37例、危重型病例13例），累计死亡病例5例，累计治愈出院病例207例，累计报告确诊病例551例。
            
        ","重庆市新增确诊病例4例，累计339例,新增治愈出院病例20例"
1,1581895497000,,0,1581895497000,1,4824,重庆卫健委,1,1581895497000,50,重庆市,1581895497000,3天前,http://wsjkw.cq.gov.cn/yqxxyqtb/20200217/254599.html,"重庆又有20例确诊患者治愈出院。其中，渝中区5例、大渡口区1例、沙坪坝区1例、九龙坡区1例、南岸区1例、渝北区2例、綦江区1例、大足区1例、璧山区1例、铜梁区1例、荣昌区3例、开州区1例、垫江县1例。目前，全市共有207名新冠肺炎患者治愈出院。
            
        ",重庆又有20例确诊患者治愈出院，目前共有207例出院 
1,1581893774000,,0,1581893774000,1,4820,央视新闻,1,1581893774000,42,湖北省,1581893413000,3天前,http://m.weibo.cn/2656274875/4472847521360662,"2020年2月16日0—24时，全省新增新冠肺炎确诊病例1933例，全省新增病亡100例，截至2020年2月16日24时，湖北省累计报告新冠肺炎病例58182例，全省累计治愈出院6639例。全省累计病亡1696例。
",湖北累计确诊新冠肺炎58182例
1,1581985929000,,0,1581985929000,1,5030,山东卫健委,1,1581985929000,37,山东省,1581868800000,3天前,http://wsjkw.shandong.gov.cn/ztzl/rdzt/qlzhfkgz/tzgg/202002/t20200218_2579598.html,2020年2月17日12-24时，山东省报告新增新型冠状病毒肺炎确诊病例2例，累计确诊病例543例(含重症病例13例，危重症病例14例，治愈出院193例，死亡病例2例);新增疑似病例15例，现有疑似病例61例。截至目前，追踪到密切接触者15909人，已解除医学观察12650人，诊断为疑似或确诊病例289例，尚有2970人正在接受医学观察。,山东新增2例，累计确诊543例
1,1582113217000,,0,1582113217000,1,5342,西藏卫健委,2,1582113217000,100,全国,1581868800000,3天前,http://wjw.xizang.gov.cn/xwzx/wsjkdt/202002/t20200219_132695.html,中共中央总书记、国家主席、中央军委主席习近平近日就关心爱护参与疫情防控工作的医务人员专门作出重要指示，强调医务人员是战胜疫情的中坚力量，务必高度重视对他们的保护、关心、爱护，从各个方面提供支持保障，使他们始终保持强大战斗力、昂扬斗志、旺盛精力，持续健康投入战胜疫情斗争。,习近平：务必高度重视对医务人员的保护关心爱护
1,1581903263000,,0,1581903263000,1,4870,甘肃卫健委,1,1581903263000,62,甘肃省,1581858602000,3天前,http://wsjk.gansu.gov.cn/single/11218/84166.html,"2月15日20时至2月16日20时，甘肃无新增新型冠状病毒肺炎确诊病例。新增出院5例。截至2月16日20时，甘肃累计报告确诊病例90例，累计治愈出院54例，累计死亡病例2例。
					
				",甘肃无新增确诊病例，新增出院5例
1,1581855410000,,0,1581855410000,1,4775,重庆卫健委,1,1581855410000,50,重庆市,1581855410000,3天前,http://wsjkw.cq.gov.cn/yqxxyqtb/20200216/254535.html,"2020年2月16日0—12时，重庆市报告新冠肺炎新增确诊病例3例，新增治愈出院病例3例。新增确诊病例中，万州区1例、璧山区1例、云阳县1例；新增治愈出院病例中，万州区1例、忠县1例、奉节县1例。
            
        ",重庆新增确诊3例，新增治愈3例
1,1581855497000,,0,1581855497000,1,4776,人民日报,2,1581855497000,42,湖北省,1581855092000,3天前,http://m.weibo.cn/2803301701/4472686791540867,2月16日，武汉雷神山医院ICU病房正式投入使用，并第6次开舱收治新冠肺炎患者，当日收治患者百余人，有效床位利用率100%。截至2月16日18时，共收治百余名新冠肺炎患者，患者总人数近600人。,雷神山医院收治患者近600人
1,1581852374000,,0,1581852374000,1,4770,央视新闻,1,1581852374000,68,台湾,1581852226000,3天前,http://m.weibo.cn/2656274875/4472674769838654,"台湾流行疫情指挥中心今天宣布，#台湾新增2例新冠肺炎病例#。其中一人为台湾中部60多岁男性，无出境旅游史也非已知病例密切接触者，1月27日出现咳嗽症状，2月3日就医诊断为肺炎后，15日死亡；另一例为已知病例家属。
",台湾出现首例死亡病例
1,1581846974000,,0,1581846974000,1,4754,人民网,1,1581846974000,52,贵州省,1581846571000,3天前,http://m.weibo.cn/2286908003/4472651051344921,2020年2月16日0—12时，贵州省无新增新冠肺炎确诊病例，新增治愈出院病例9例（贵阳市4例、遵义市2例、安顺市1例、毕节市1例、黔南州1例）。截至2月16日12时，贵州省累计报告新型冠状病毒肺炎病例144例。,贵州无新增确诊病例
1,1581845653000,,0,1581845653000,1,4752,人民日报,1,1581845653000,46,海南省,1581845387000,3天前,http://m.weibo.cn/2803301701/4472646085566448,"16日，海南省人民医院12例新冠肺炎确诊病例患者经过综合诊治，符合国家卫健委新冠肺炎确诊病例解除隔离和出院标准，于今天同时出院。据了解，治愈患者出院后将送属地疾病控制中心对患者集中管理，护理团队也将严密随访。截至目前，海南省人民医院已有32例患者出院。
",海南12名新冠肺炎患者治愈出院
1,1581845177000,,0,1581845177000,1,4751,央视新闻,2,1581845177000,42,湖北省,1581844899000,3天前,http://m.weibo.cn/2656274875/4472644038164853,"湖北省人民政府发布“进一步强化新冠肺炎疫情防控”的通告：所有非必需的公共场所一律关闭，一切群众聚集性活动一律停止。对所有居民开展拉网式动态滚动筛查，做到“不漏一户、不落一人、不断一天”，确保全覆盖、无盲区。 
",湖北发布强化疫情防控通告
1,1581843992000,,0,1581843992000,1,4746,云南卫健委,1,1581843992000,53,云南省,1581843992000,3天前,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158184329559194473,2月16日0时至12时，云南省报告新型冠状病毒肺炎新增确诊病例2例（昆明市）。全省现有确诊病例129例，均在定点医院接受隔离治疗，其中危重1例，重症14例，无死亡病例。现有疑似病例101例，密切接触者医学观察2501人。,云南新增确诊2例
1,1581844219000,,0,1581844219000,1,4748,央视新闻,1,1581844219000,1,1581843980000,3天前,http://m.weibo.cn/2656274875/4472640184073065,据日本厚生劳动省，东京新确认4人感染新冠肺炎，都和此前确诊的出租车司机有过密切接触。目前，日本累计确诊56人，#钻石公主号确诊355例新冠肺炎#，共411人。,东京新增4例新冠肺炎
1,1581841578000,,0,1581841578000,1,4738,人民网,2,1581841578000,100,全国,1581841122000,3天前,http://m.weibo.cn/2286908003/4472628200493415,"国家卫生健康委疾控局副局长周宇辉：可以在小区出入口设置体温监测点、严格人员登记，但不应限制外出工作人员回到小区。
",国家卫健委：不应限制外出工作人员回小区
1,1581838293000,,0,1581838293000,1,4722,重庆卫健委,1,1581838293000,50,重庆市,1581838293000,3天前,http://wsjkw.cq.gov.cn/yqxxyqtb/20200216/254533.html,"重庆又有3例确诊患者治愈出院。其中，万州区1例、忠县1例、奉节县1例。以上3名患者，经定点医院和医护人员精心诊治和护理，专家组评估，认为符合国家卫生健康委最新的新冠肺炎确诊病例解除隔离和出院标准，于今日出院。目前，全市共有187名新冠肺炎患者治愈出院。
            
        ",重庆3例确诊患者治愈出院
